Attrition Date,Age,Attrition,BusinessTravel,Department,Education,EmployeeCount,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating
,37,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,306,Male,Research Director,4,Divorced,12185,10056,1,Yes,3
,38,No,Travel_Rarely,Sales,Bachelor's Degree,1,307,Male,Sales Executive,3,Divorced,10609,9647,0,No,3
,31,No,Non-Travel,Research & Development,Master's Degree,1,308,Male,Manufacturing Director,3,Married,4345,4381,0,No,3
,59,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,309,Male,Research Scientist,4,Married,2177,8456,3,No,3
,37,No,Travel_Frequently,Sales,Master's Degree,1,311,Male,Sales Representative,4,Divorced,2793,2539,4,No,3
,29,No,Travel_Frequently,Sales,High School,1,312,Female,Sales Executive,4,Married,7918,6599,1,No,3
,35,No,Travel_Frequently,Sales,Bachelor's Degree,1,314,Female,Sales Executive,3,Single,8789,9096,1,No,3
01-07-2022 00:00,29,Yes,Travel_Rarely,Research & Development,High School,1,315,Male,Research Scientist,4,Single,2389,14961,1,Yes,3
,52,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,316,Female,Laboratory Technician,4,Single,3212,3300,7,No,3
,42,No,Travel_Rarely,Research & Development,Associates Degree,1,319,Male,Manager,4,Married,19232,4933,1,No,3
,59,No,Travel_Rarely,Human Resources,Associates Degree,1,321,Male,Human Resources,3,Married,2267,25657,8,No,3
,50,No,Travel_Rarely,Sales,Master's Degree,1,323,Female,Manager,4,Divorced,19517,24118,3,No,3
02-04-2022 00:00,33,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,325,Male,Laboratory Technician,4,Married,2436,22149,5,Yes,3
,43,No,Travel_Rarely,Sales,Bachelor's Degree,1,327,Female,Manager,4,Married,16064,7744,5,Yes,4
4/17/2022 12:00:00 AM,33,Yes,Travel_Rarely,Research & Development,Associates Degree,1,328,Female,Laboratory Technician,1,Married,2707,21509,7,No,4
,52,No,Non-Travel,Sales,Master's Degree,1,329,Male,Manager,3,Single,19068,21030,1,Yes,3
,32,No,Travel_Rarely,Sales,Associates Degree,1,330,Female,Sales Representative,2,Married,3931,20990,2,No,3
4/30/2022 12:00:00 AM,32,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,331,Male,Laboratory Technician,3,Single,3730,9571,0,Yes,3
,39,No,Travel_Rarely,Research & Development,Master's Degree,1,332,Female,Laboratory Technician,3,Divorced,2232,15417,7,No,3
,32,No,Non-Travel,Sales,Master's Degree,1,333,Male,Sales Executive,4,Married,4465,12069,0,No,3
,41,No,Travel_Rarely,Research & Development,Associates Degree,1,334,Male,Research Scientist,1,Divorced,3072,19877,2,No,3
,40,No,Travel_Rarely,Research & Development,Associates Degree,1,335,Male,Research Scientist,4,Divorced,3319,24447,1,No,3
,45,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,336,Male,Manager,4,Married,19202,15970,0,No,3
,31,No,Travel_Frequently,Research & Development,Master's Degree,1,337,Male,Research Director,3,Divorced,13675,13523,9,No,3
,33,No,Travel_Rarely,Research & Development,Master's Degree,1,338,Female,Research Scientist,4,Married,2911,14776,1,No,3
,34,No,Travel_Rarely,Research & Development,Master's Degree,1,339,Male,Manufacturing Director,1,Married,5957,23687,6,No,3
,37,No,Travel_Rarely,Research & Development,Associates Degree,1,340,Female,Research Scientist,1,Married,3920,18697,2,No,3
,45,No,Travel_Frequently,Research & Development,Master's Degree,1,341,Male,Manufacturing Director,3,Married,6434,5118,4,No,3
2/28/2022 12:00:00 AM,37,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,342,Male,Manufacturing Director,3,Divorced,10048,22573,6,No,3
,39,No,Travel_Frequently,Research & Development,Master's Degree,1,343,Female,Healthcare Representative,3,Single,10938,6420,0,No,4
,29,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,346,Male,Research Scientist,4,Single,2340,22673,1,No,3
,42,No,Travel_Rarely,Research & Development,Associates Degree,1,347,Female,Research Scientist,1,Single,6545,23016,3,Yes,3
,29,No,Travel_Rarely,Sales,Associates Degree,1,349,Male,Sales Executive,4,Divorced,6931,10732,2,No,3
,25,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,350,Female,Manufacturing Director,3,Married,4898,7505,0,No,3
,42,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,351,Female,Laboratory Technician,1,Divorced,2593,8007,0,Yes,3
,40,No,Travel_Rarely,Research & Development,Associates Degree,1,352,Male,Research Director,3,Divorced,19436,5949,0,No,3
,51,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,353,Male,Research Scientist,4,Married,2723,23231,1,No,3
10/18/2021 12:00:00 AM,31,Yes,Travel_Frequently,Research & Development,Associates Degree,1,355,Male,Laboratory Technician,2,Single,3479,11652,0,No,3
,32,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,359,Male,Laboratory Technician,2,Married,2794,26062,1,No,4
,38,No,Non-Travel,Sales,Associates Degree,1,361,Male,Sales Executive,4,Married,5249,19682,3,No,3
,32,No,Travel_Rarely,Research & Development,High School,1,362,Male,Laboratory Technician,1,Single,2176,19737,4,No,3
,46,No,Travel_Rarely,Sales,Bachelor's Degree,1,363,Female,Manager,2,Married,16872,14977,3,Yes,3
4/17/2022 12:00:00 AM,28,Yes,Travel_Rarely,Research & Development,Master's Degree,1,364,Male,Laboratory Technician,3,Single,3485,14935,2,No,3
,29,No,Travel_Rarely,Sales,Bachelor's Degree,1,366,Male,Sales Executive,2,Married,6644,3687,2,No,3
,31,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,367,Male,Healthcare Representative,4,Married,5582,14408,0,No,4
,25,No,Non-Travel,Research & Development,Associates Degree,1,369,Male,Healthcare Representative,1,Divorced,4000,18384,1,No,3
,45,No,Travel_Rarely,Research & Development,Associates Degree,1,372,Male,Healthcare Representative,4,Married,13496,7501,0,Yes,3
,36,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,373,Male,Laboratory Technician,4,Married,3210,20251,0,No,3
,55,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,374,Male,Manager,1,Single,19045,18938,0,Yes,3
11/14/2021 12:00:00 AM,47,Yes,Non-Travel,Research & Development,Master's Degree,1,376,Male,Manager,2,Married,11849,10268,1,Yes,3
,28,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,377,Male,Research Scientist,4,Married,2070,2613,1,No,4
,37,No,Travel_Rarely,Sales,Master's Degree,1,378,Male,Sales Executive,4,Married,6502,22825,4,No,3
,21,No,Travel_Rarely,Research & Development,Associates Degree,1,379,Male,Research Scientist,3,Single,3230,10531,1,No,3
,37,No,Non-Travel,Research & Development,Master's Degree,1,380,Female,Research Director,4,Divorced,13603,11677,2,Yes,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,381,Female,Manager,2,Divorced,11996,19100,7,No,3
,38,No,Travel_Rarely,Sales,Associates Degree,1,382,Female,Sales Executive,1,Divorced,5605,19191,1,Yes,4
,26,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,384,Female,Manufacturing Director,2,Divorced,6397,26767,1,No,4
,50,No,Travel_Rarely,Research & Development,High School,1,385,Male,Research Director,2,Divorced,19144,15815,3,No,3
,53,No,Travel_Rarely,Research & Development,Master's Degree,1,386,Male,Research Director,3,Married,17584,21016,3,Yes,3
,42,No,Travel_Rarely,Sales,High School,1,387,Male,Sales Executive,3,Married,4907,24532,1,No,4
,29,No,Travel_Frequently,Sales,Associates Degree,1,388,Male,Sales Executive,4,Single,4554,20260,1,No,3
,55,No,Travel_Rarely,Research & Development,Associates Degree,1,389,Male,Laboratory Technician,4,Married,5415,15972,3,Yes,3
,26,No,Travel_Frequently,Research & Development,Associates Degree,1,390,Male,Healthcare Representative,1,Married,4741,22722,1,Yes,3
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,391,Female,Research Scientist,4,Single,2115,15881,1,No,3
07-01-2021 00:00,44,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,392,Male,Laboratory Technician,3,Divorced,3161,19920,3,Yes,4
,38,No,Travel_Rarely,Research & Development,Master's Degree,1,393,Male,Healthcare Representative,4,Divorced,5745,18899,9,No,3
1/21/2022 12:00:00 AM,26,Yes,Travel_Rarely,Research & Development,Master's Degree,1,394,Male,Laboratory Technician,2,Divorced,2373,14180,2,Yes,3
,28,No,Travel_Rarely,Research & Development,Associates Degree,1,395,Female,Research Scientist,4,Single,3310,4488,1,No,4
,49,No,Travel_Frequently,Research & Development,Master's Degree,1,396,Female,Research Director,1,Single,18665,25594,9,Yes,3
,36,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,397,Male,Research Scientist,2,Single,4485,26285,4,No,3
,31,No,Travel_Frequently,Sales,Bachelor's Degree,1,399,Female,Sales Representative,2,Divorced,2789,3909,1,No,3
04-07-2022 00:00,26,Yes,Travel_Rarely,Sales,Master's Degree,1,401,Male,Sales Executive,4,Single,5828,8450,1,Yes,3
,37,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,403,Male,Research Scientist,4,Married,2326,11411,1,Yes,3
,42,No,Travel_Frequently,Sales,Bachelor's Degree,1,404,Female,Sales Executive,2,Married,13525,14864,5,No,3
04-04-2022 00:00,18,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,405,Male,Laboratory Technician,3,Single,1420,25233,1,No,3
,35,No,Travel_Rarely,Sales,Bachelor's Degree,1,406,Male,Sales Executive,2,Married,8020,5100,0,No,3
,36,No,Travel_Frequently,Research & Development,Master's Degree,1,407,Male,Laboratory Technician,4,Married,3688,7122,4,No,3
,51,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,408,Male,Manufacturing Director,2,Divorced,5482,16321,5,No,3
,41,No,Travel_Rarely,Sales,Master's Degree,1,410,Male,Manager,2,Single,16015,15896,1,No,3
,18,No,Travel_Rarely,Sales,Bachelor's Degree,1,411,Female,Sales Representative,3,Single,1200,9724,1,No,3
,28,No,Travel_Rarely,Research & Development,Associates Degree,1,412,Male,Healthcare Representative,1,Single,5661,4824,0,No,3
,31,No,Travel_Rarely,Sales,Bachelor's Degree,1,416,Male,Sales Executive,4,Married,6929,12241,4,No,3
,39,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,417,Male,Healthcare Representative,4,Divorced,9613,10942,0,No,3
,36,No,Non-Travel,Research & Development,Master's Degree,1,419,Female,Laboratory Technician,2,Married,5674,6927,7,No,3
,32,No,Travel_Rarely,Sales,Bachelor's Degree,1,420,Male,Sales Executive,3,Married,5484,16985,1,No,3
,38,No,Travel_Rarely,Research & Development,Associates Degree,1,421,Female,Research Director,2,Married,12061,26707,3,No,3
,58,No,Non-Travel,Research & Development,Master's Degree,1,422,Male,Healthcare Representative,3,Divorced,5660,17056,2,Yes,3
,31,No,Travel_Rarely,Research & Development,Master's Degree,1,423,Male,Research Scientist,4,Married,4821,10077,0,Yes,3
,31,No,Travel_Rarely,Human Resources,Bachelor's Degree,1,424,Male,Human Resources,1,Married,6410,17822,3,No,3
,45,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,425,Male,Laboratory Technician,1,Divorced,5210,20308,1,No,3
,31,No,Travel_Rarely,Research & Development,Master's Degree,1,426,Male,Research Scientist,4,Divorced,2695,7747,0,Yes,3
,33,No,Travel_Frequently,Research & Development,Master's Degree,1,428,Female,Manager,2,Married,11878,23364,6,No,3
,39,No,Travel_Rarely,Research & Development,High School,1,429,Male,Manager,1,Married,17068,5355,1,Yes,3
,43,No,Travel_Frequently,Research & Development,Master's Degree,1,430,Female,Laboratory Technician,4,Single,2455,10675,0,No,3
,49,No,Travel_Rarely,Research & Development,Associates Degree,1,431,Female,Healthcare Representative,3,Single,13964,17810,7,Yes,3
3/18/2022 12:00:00 AM,52,Yes,Travel_Rarely,Research & Development,Master's Degree,1,433,Male,Research Scientist,2,Married,4941,17747,2,No,3
,27,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,434,Female,Research Scientist,2,Single,2478,20938,1,Yes,3
,32,No,Travel_Rarely,Sales,Associates Degree,1,436,Female,Sales Executive,2,Married,5228,24624,1,Yes,3
,27,No,Travel_Rarely,Sales,Bachelor's Degree,1,437,Male,Sales Executive,3,Single,4478,5242,1,Yes,3
,31,No,Travel_Rarely,Sales,Bachelor's Degree,1,438,Male,Sales Executive,4,Divorced,7547,7143,4,No,3
,32,No,Travel_Rarely,Research & Development,Master's Degree,1,439,Female,Research Scientist,4,Single,5055,10557,7,No,3
4/29/2022 12:00:00 AM,28,Yes,Travel_Rarely,Research & Development,Master's Degree,1,440,Male,Research Scientist,4,Married,3464,24737,5,Yes,3
,30,No,Travel_Rarely,Research & Development,Associates Degree,1,441,Female,Research Scientist,4,Married,5775,11934,1,No,3
,31,No,Travel_Frequently,Research & Development,Associates Degree,1,442,Female,Manufacturing Director,3,Married,8943,14034,1,No,4
,39,No,Travel_Frequently,Research & Development,Associates Degree,1,444,Male,Manager,4,Married,19272,21141,1,No,3
4/22/2022 12:00:00 AM,39,Yes,Travel_Rarely,Sales,Associates Degree,1,445,Female,Sales Executive,3,Married,5238,17778,4,Yes,3
,33,No,Travel_Frequently,Sales,Bachelor's Degree,1,446,Male,Sales Executive,4,Single,4682,4317,3,No,3
,47,No,Travel_Rarely,Research & Development,Doctoral Degree,1,447,Male,Research Director,3,Married,18300,16375,4,No,3
,43,No,Travel_Frequently,Research & Development,Master's Degree,1,448,Female,Laboratory Technician,3,Divorced,5257,6227,1,No,3
,27,No,Non-Travel,Sales,High School,1,449,Male,Sales Executive,2,Married,6349,22107,0,Yes,3
,54,No,Travel_Frequently,Research & Development,Master's Degree,1,450,Female,Research Scientist,3,Single,4869,16885,3,No,3
,43,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,451,Female,Healthcare Representative,1,Married,9985,9262,8,No,3
,45,No,Travel_Rarely,Research & Development,Master's Degree,1,452,Male,Research Scientist,4,Married,3697,9278,9,No,3
,40,No,Travel_Rarely,Sales,Associates Degree,1,453,Male,Sales Executive,4,Married,7457,13273,2,Yes,4
04-03-2022 00:00,29,Yes,Travel_Rarely,Research & Development,Master's Degree,1,454,Male,Laboratory Technician,1,Married,2119,4759,1,Yes,3
,29,No,Travel_Rarely,Research & Development,Doctoral Degree,1,455,Male,Laboratory Technician,4,Single,3983,7621,0,No,3
,30,No,Travel_Rarely,Sales,Bachelor's Degree,1,456,Female,Sales Executive,3,Divorced,6118,5431,1,No,3
,27,No,Travel_Rarely,Sales,Master's Degree,1,458,Female,Sales Executive,2,Married,6214,3415,1,No,3
,37,No,Travel_Rarely,Research & Development,Associates Degree,1,460,Male,Manufacturing Director,4,Divorced,6347,23177,7,No,3
,38,No,Travel_Rarely,Research & Development,Associates Degree,1,461,Male,Research Director,4,Divorced,11510,15682,0,Yes,3
,31,No,Travel_Rarely,Research & Development,Master's Degree,1,462,Female,Manufacturing Director,4,Single,7143,25713,1,Yes,3
,29,No,Travel_Rarely,Sales,High School,1,463,Female,Sales Executive,2,Divorced,8268,11866,1,Yes,3
,35,No,Travel_Rarely,Research & Development,Master's Degree,1,464,Male,Manufacturing Director,2,Single,8095,18264,0,No,3
,23,No,Travel_Rarely,Research & Development,High School,1,465,Male,Research Scientist,4,Divorced,2904,16092,1,No,3
,41,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,466,Male,Manufacturing Director,2,Single,6032,10110,6,Yes,3
,47,No,Travel_Frequently,Sales,High School,1,467,Male,Sales Representative,3,Single,2976,25751,3,No,3
,42,No,Travel_Rarely,Research & Development,Doctoral Degree,1,468,Female,Research Director,4,Single,15992,15901,2,No,3
,29,No,Non-Travel,Sales,Bachelor's Degree,1,469,Male,Sales Executive,3,Married,4649,16928,1,No,3
,42,No,Travel_Rarely,Human Resources,High School,1,470,Male,Human Resources,3,Divorced,2696,24017,0,Yes,3
,32,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,471,Female,Laboratory Technician,2,Married,2370,3956,1,No,3
,48,No,Travel_Rarely,Sales,High School,1,473,Female,Manager,3,Married,12504,23978,3,No,4
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,474,Male,Research Scientist,1,Divorced,5974,17001,4,Yes,3
,30,No,Non-Travel,Sales,Associates Degree,1,475,Female,Sales Executive,3,Married,4736,6069,7,Yes,3
,26,No,Travel_Rarely,Sales,Bachelor's Degree,1,476,Male,Sales Executive,3,Married,5296,20156,1,No,3
,42,No,Travel_Rarely,Research & Development,Master's Degree,1,477,Male,Healthcare Representative,4,Single,6781,17078,3,No,4
4/23/2022 12:00:00 AM,21,Yes,Travel_Frequently,Sales,High School,1,478,Female,Sales Representative,2,Single,2174,9150,1,Yes,3
,36,No,Non-Travel,Sales,Doctoral Degree,1,479,Female,Sales Executive,4,Single,6653,15276,4,No,3
,36,No,Travel_Frequently,Sales,Master's Degree,1,481,Male,Sales Executive,4,Married,9699,7246,4,No,3
,57,No,Travel_Rarely,Research & Development,Master's Degree,1,482,Male,Healthcare Representative,3,Married,6755,2967,2,No,3
,40,No,Travel_Rarely,Research & Development,Master's Degree,1,483,Female,Laboratory Technician,3,Married,2213,22495,3,Yes,3
,21,No,Non-Travel,Sales,Associates Degree,1,484,Male,Sales Representative,4,Single,2610,2851,1,No,4
3/29/2022 12:00:00 AM,33,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,485,Female,Sales Representative,3,Single,2851,9150,1,Yes,3
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,486,Female,Laboratory Technician,1,Married,3452,17663,6,No,4
,46,No,Non-Travel,Research & Development,Master's Degree,1,487,Female,Manufacturing Director,3,Married,5258,16044,2,No,3
04-03-2022 00:00,41,Yes,Travel_Frequently,Sales,Bachelor's Degree,1,488,Male,Sales Executive,2,Single,9355,9558,1,No,3
,50,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,491,Male,Healthcare Representative,4,Single,10496,2755,6,No,3
10/27/2021 12:00:00 AM,40,Yes,Travel_Rarely,Sales,Associates Degree,1,492,Male,Sales Executive,3,Married,6380,6110,2,Yes,3
,31,No,Travel_Rarely,Research & Development,Master's Degree,1,493,Male,Research Scientist,2,Single,2657,7551,0,Yes,3
12-08-2021 00:00,21,Yes,Travel_Rarely,Sales,Bachelor's Degree,1,494,Female,Sales Representative,2,Single,2716,25422,1,No,3
,29,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,495,Male,Research Scientist,4,Single,2201,18168,9,No,3
,35,No,Travel_Rarely,Research & Development,Master's Degree,1,496,Male,Healthcare Representative,2,Single,6540,19394,9,No,3
,27,No,Travel_Rarely,Research & Development,Associates Degree,1,497,Male,Laboratory Technician,2,Divorced,3816,17881,1,No,3
,28,No,Travel_Rarely,Sales,Master's Degree,1,498,Male,Sales Executive,4,Single,5253,20750,1,No,3
,49,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,499,Male,Healthcare Representative,3,Single,10965,12066,8,No,4
,51,No,Travel_Rarely,Sales,Associates Degree,1,500,Female,Sales Executive,4,Married,4936,14862,4,No,3
,36,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,501,Female,Research Scientist,3,Married,2543,11868,4,No,3
11/26/2021 12:00:00 AM,34,Yes,Non-Travel,Sales,Bachelor's Degree,1,502,Male,Sales Executive,4,Single,5304,4652,8,Yes,3
,55,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,505,Female,Manager,4,Single,16659,23258,2,Yes,3
,24,No,Travel_Rarely,Sales,Master's Degree,1,507,Female,Sales Executive,3,Divorced,4260,5915,1,Yes,3
,30,No,Travel_Rarely,Sales,High School,1,508,Male,Sales Representative,2,Married,2476,17434,1,No,3
3/22/2022 12:00:00 AM,26,Yes,Travel_Frequently,Research & Development,High School,1,510,Male,Research Scientist,1,Single,3102,6582,0,No,4
,22,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,511,Female,Research Scientist,2,Married,2244,24440,1,No,3
,36,No,Travel_Rarely,Sales,Associates Degree,1,513,Male,Sales Executive,3,Married,7596,3809,1,No,3
03-06-2022 00:00,30,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,514,Male,Research Scientist,4,Single,2285,3427,9,Yes,4
,37,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,515,Female,Laboratory Technician,1,Divorced,3034,26914,1,No,3
,40,No,Travel_Rarely,Sales,Associates Degree,1,516,Female,Sales Executive,2,Divorced,5715,22553,7,No,3
,42,No,Travel_Rarely,Research & Development,Master's Degree,1,517,Female,Laboratory Technician,1,Divorced,2576,20490,3,No,3
,37,No,Travel_Rarely,Research & Development,Master's Degree,1,518,Male,Manufacturing Director,2,Single,4197,21123,2,Yes,3
,43,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,520,Male,Research Director,2,Divorced,14336,4345,1,No,3
,40,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,521,Female,Laboratory Technician,3,Married,3448,13436,6,No,4
,54,No,Travel_Rarely,Research & Development,Associates Degree,1,522,Male,Research Director,1,Married,19406,8509,4,No,3
,34,No,Non-Travel,Sales,Master's Degree,1,523,Female,Sales Executive,3,Married,6538,12740,9,No,3
,31,No,Travel_Rarely,Research & Development,Associates Degree,1,524,Female,Manufacturing Director,1,Married,4306,4156,1,No,3
,43,No,Travel_Frequently,Research & Development,Bachelor's Degree,1,525,Male,Laboratory Technician,4,Married,2258,15238,7,No,4
,43,No,Travel_Rarely,Research & Development,Master's Degree,1,526,Female,Healthcare Representative,3,Divorced,4522,2227,4,Yes,3
,25,No,Travel_Rarely,Sales,Associates Degree,1,527,Female,Sales Executive,4,Single,4487,12090,1,Yes,3
,37,No,Non-Travel,Research & Development,Doctoral Degree,1,529,Female,Research Scientist,3,Married,4449,23866,3,Yes,3
,31,No,Travel_Rarely,Research & Development,Associates Degree,1,530,Male,Laboratory Technician,1,Married,2218,16193,1,No,3
,39,No,Travel_Frequently,Research & Development,High School,1,531,Male,Manager,3,Divorced,19197,8213,1,Yes,3
,56,No,Travel_Frequently,Sales,Bachelor's Degree,1,532,Female,Sales Executive,1,Married,13212,18256,9,No,3
,30,No,Travel_Rarely,Sales,Bachelor's Degree,1,533,Female,Sales Executive,3,Single,6577,19558,0,No,3
,41,No,Travel_Rarely,Sales,Bachelor's Degree,1,534,Male,Sales Executive,1,Married,8392,19566,1,No,3
,28,No,Travel_Rarely,Research & Development,Associates Degree,1,536,Male,Laboratory Technician,1,Divorced,4558,13535,1,No,3
4/22/2022 12:00:00 AM,25,Yes,Travel_Rarely,Research & Development,Bachelor's Degree,1,538,Male,Laboratory Technician,1,Married,4031,9396,5,No,3
,52,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,543,Male,Manufacturing Director,3,Married,7969,19609,2,Yes,3
,45,No,Travel_Rarely,Research & Development,Associates Degree,1,544,Male,Research Scientist,4,Married,2654,9655,3,No,4
,52,No,Travel_Rarely,Research & Development,Associates Degree,1,546,Female,Manager,4,Married,16555,10310,2,No,3
,42,No,Travel_Frequently,Research & Development,Associates Degree,1,547,Female,Research Scientist,3,Divorced,4556,12932,2,No,3
,30,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,548,Female,Manufacturing Director,4,Single,6091,24793,2,No,4
,60,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,549,Female,Manager,1,Married,19566,3854,5,No,3
,46,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,550,Female,Manufacturing Director,3,Divorced,4810,26314,2,No,3
,42,No,Travel_Frequently,Research & Development,Master's Degree,1,551,Female,Healthcare Representative,4,Married,4523,4386,0,No,3
4/27/2022 12:00:00 AM,24,Yes,Travel_Rarely,Sales,High School,1,554,Female,Sales Representative,2,Single,3202,21972,1,Yes,3
3/16/2022 12:00:00 AM,34,Yes,Travel_Frequently,Sales,Associates Degree,1,555,Female,Sales Representative,3,Divorced,2351,12253,0,No,3
,38,No,Travel_Frequently,Research & Development,Associates Degree,1,556,Male,Laboratory Technician,4,Married,1702,12106,1,Yes,4
,40,No,Travel_Rarely,Sales,Master's Degree,1,558,Female,Manager,3,Married,18041,13022,0,No,3
,26,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,560,Female,Research Scientist,4,Divorced,2886,3032,1,No,4
,30,No,Non-Travel,Research & Development,Bachelor's Degree,1,562,Male,Laboratory Technician,4,Married,2097,16734,4,No,3
,29,No,Travel_Rarely,Research & Development,Master's Degree,1,564,Male,Research Director,3,Married,11935,21526,1,No,3
11-01-2021 00:00,29,Yes,Travel_Rarely,Research & Development,Doctoral Degree,1,565,Female,Research Scientist,2,Married,2546,18300,5,No,3
04-11-2022 00:00,19,Yes,Travel_Rarely,Human Resources,Associates Degree,1,566,Male,Human Resources,4,Single,2564,18437,1,No,3
,30,No,Non-Travel,Sales,Master's Degree,1,567,Female,Sales Executive,1,Married,8412,2890,0,No,3
,57,No,Travel_Rarely,Sales,Bachelor's Degree,1,568,Male,Manager,4,Divorced,14118,22102,3,No,3
,50,No,Travel_Rarely,Research & Development,Master's Degree,1,569,Male,Manager,3,Married,17046,9314,0,No,3
,30,No,Non-Travel,Research & Development,Bachelor's Degree,1,571,Female,Laboratory Technician,4,Single,2564,7181,0,No,3
,60,No,Travel_Frequently,Sales,Bachelor's Degree,1,573,Female,Sales Executive,1,Married,10266,2845,4,No,3
,47,No,Travel_Rarely,Research & Development,Associates Degree,1,574,Female,Manufacturing Director,4,Divorced,5070,7389,5,No,3
,46,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,575,Male,Research Director,3,Married,17861,2288,6,No,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,577,Male,Laboratory Technician,3,Single,4230,19225,0,No,3
,54,No,Travel_Rarely,Research & Development,Master's Degree,1,578,Female,Laboratory Technician,3,Single,3780,23428,7,No,3
,34,No,Travel_Rarely,Research & Development,Master's Degree,1,579,Male,Research Scientist,3,Divorced,2768,8416,3,No,3
,46,No,Travel_Rarely,Sales,Bachelor's Degree,1,580,Female,Sales Executive,4,Married,9071,11563,2,Yes,3
,31,No,Travel_Rarely,Research & Development,High School,1,581,Male,Manufacturing Director,2,Divorced,10648,14394,1,No,4
1/28/2022 12:00:00 AM,33,Yes,Travel_Rarely,Research & Development,High School,1,582,Male,Manager,3,Married,13610,24619,7,Yes,3
03-04-2022 00:00,33,Yes,Travel_Rarely,Research & Development,High School,1,584,Male,Laboratory Technician,4,Divorced,3408,6705,7,No,3
,30,No,Travel_Rarely,Sales,High School,1,585,Male,Sales Representative,2,Single,2983,18398,0,No,3
,35,No,Travel_Rarely,Research & Development,Bachelor's Degree,1,586,Male,Healthcare Representative,3,Married,7632,14295,4,Yes,3
8/22/2021 12:00:00 AM,31,Yes,Travel_Frequently,Research & Development,Bachelor's Degree,1,587,Male,Healthcare Representative,3,Married,9824,22908,3,No,3
5/29/2021 12:00:00 AM,34,Yes,Travel_Frequently,Human Resources,Bachelor's Degree,1,590,Female,Human Resources,1,Divorced,9950,11533,9,Yes,3
,42,No,Travel_Frequently,Research & Development,Associates Degree,1,591,Male,Laboratory Technician,3,Married,2093,9260,4,No,3
,36,No,Non-Travel,Sales,Master's Degree,1,592,Male,Sales Executive,4,Single,9980,15318,1,No,3
03-06-2022 00:00,22,Yes,Travel_Frequently,Research & Development,High School,1,593,Male,Laboratory Technician,3,Single,3894,9129,5,No,3
,48,No,Travel_Rarely,Sales,Doctoral Degree,1,595,Female,Sales Executive,4,Married,4051,19658,2,No,3
,55,No,Travel_Rarely,Sales,Doctoral Degree,1,597,Female,Manager,2,Single,16835,9873,3,No,4
,41,No,Non-Travel,Sales,Associates Degree,1,599,Male,Sales Executive,4,Single,6230,13430,7,No,3
